year,nation,player,player_id,dob,local_team,role,surname,age,wc_played,odis,bat_avg,centuries,bowl_avg,fives
1999,zimbabwe,Henry Olonga,55675,3 July 1976,Matabeleland,,,,,6,6,0,41,0
1999,zimbabwe,Pommie Mbangwa,55584,26 June 1976,Matabeleland,,,,,13,4.8,0,77.85,0
1999,zimbabwe,Heath Streak,55761,16 March 1974,Matabeleland,,,,,69,19.86,0,30.87,1
1999,zimbabwe,Adam Huckle,55502,21 September 1971,Matabeleland,,,,,13,4.5,0,158.33,0
1999,zimbabwe,Dirk Viljoen,55825,11 March 1977,,,,,,9,15.62,0,33.5,0
1999,zimbabwe,Eddo Brandes,55267,5 March 1963,Mashonaland,,,,,54,11.37,0,31.17,2
1999,zimbabwe,Paul Strang,55758,28 July 1970,Mashonaland,,,,,69,25.13,0,31.75,1
1999,zimbabwe,Andy Whittall,55846,19 March 1973,Matabeleland,,,,,40,10.07,0,44.71,0
1999,zimbabwe,Guy Whittall,55848,5 September 1972,Matabeleland,,,,,68,22.66,0,37.95,0
2003,australia,Ricky Ponting,7133,19 December 1974,Tasmania,c,,,,157,41.33,11,34.66,0
2003,australia,Michael Bevan,4144,8 May 1970,New South Wales,,,,,196,54.8,6,45.97,0
2003,australia,Andy Bichel,4146,27 August 1970,Queensland,,,,,38,15.33,0,33.59,1
2003,australia,Nathan Bracken,4185,12 September 1977,New South Wales,,,,,11,,,25.5,0
2003,australia,Adam Gilchrist,5390,14 November 1971,Western Australia,wk,,,,152,34.16,8,,
2003,australia,Jason Gillespie,5392,19 April 1975,South Australia,,,,,46,10,0,25.8,2
2003,australia,Ian Harvey,5597,10 April 1972,Victoria,,,,,43,17.87,0,34.59,0
2003,australia,Nathan Hauritz,5593,18 October 1981,Queensland,,,,,5,,0,26.42,0
2003,australia,Matthew Hayden,5616,29 October 1971,Queensland,,,,,54,45.53,2,,0
2003,australia,Brad Hogg,5681,6 February 1971,Western Australia,,,,,15,31.75,0,37.26,0
2003,australia,Brett Lee,6278,8 November 1976,New South Wales,,,,,55,16,0,22.48,2
2003,australia,Darren Lehmann,6285,5 February 1970,South Australia,,,,,85,37.45,3,31.4,0
2003,australia,Jimmy Maher,6462,27 February 1974,Queensland,,,,,19,31.18,0,,
2003,australia,Damien Martyn,6513,21 October 1971,Western Australia,,,,,113,40.13,4,56.91,0
2003,australia,Glenn McGrath,6565,9 February 1970,New South Wales,,,,,168,3.82,0,22.85,5
2003,australia,Andrew Symonds,7702,9 June 1975,Queensland,,,,,54,23.81,0,32.13,0
2003,australia,Shane Warne,8166,13 September 1969,Victoria,,,,,193,13.02,0,25.82,1
2003,england,Nasser Hussain,14325,28 March 1968,Essex,c,,,,84,31.18,1,,
2003,england,James Anderson,8608,30 July 1982,Lancashire,,,,,9,2.66,0,28.69,0
2003,england,Ian Blackwell,9117,10 June 1978,Somerset,,,,,12,17.83,0,31.5,0
2003,england,Andrew Caddick,10633,21 November 1968,Somerset,,,,,49,11.78,0,29.29,0
2003,england,Paul Collingwood,10772,26 May 1976,Durham,,,,,33,30.7,1,43.33,0
2003,england,Andrew Flintoff,12856,6 December 1977,Lancashire,,,,,47,23.97,0,30.35,0
2003,england,Ashley Giles,13368,19 March 1973,Warwickshire,,,,,22,11.87,0,37.45,1
2003,england,Steve Harmison,14054,23 October 1978,Durham,,,,,5,9,0,45.6,0
2003,england,Matthew Hoggard,14236,31 December 1976,Yorkshire,,,,,20,3.33,0,30.25,1
2003,england,Ronnie Irani,15403,26 October 1971,Essex,,,,,29,15.13,0,44.33,1
2003,england,Nick Knight,15913,28 November 1969,Warwickshire,,,,,95,41.57,5,,
2003,england,Alec Stewart,20372,8 April 1963,Surrey,wk,,,,165,31.53,4,,
2003,england,Marcus Trescothick,21585,25 December 1975,Somerset,,,,,56,37.18,4,22.5,0
2003,england,Michael Vaughan,22182,29 October 1974,Yorkshire,,,,,21,22.36,0,25.12,0
2003,england,Craig White,22403,16 December 1969,Yorkshire,,,,,46,14.81,0,27.62,1
2003,india,Sourav Ganguly,28779,8 July 1972,Bengal,c,,,,218,42.33,19,35.36,2
2003,india,Ajit Agarkar,26184,4 December 1977,Mumbai,,,,,110,17,0,28.73,0
2003,india,Sanjay Bangar,27225,11 October 1972,Railways,,,,,11,17.88,0,58.4,0
2003,india,Rahul Dravid,28114,11 January 1973,Karnataka,wk,,,,196,38.39,8,42.5,0
2003,india,Mohammad Kaif,29990,1 December 1980,Uttar Pradesh,,,,,37,32.59,1,,
2003,india,Zaheer Khan,30102,7 October 1978,Baroda,,,,,56,13,0,26.51,0
2003,india,Anil Kumble,30176,17 October 1970,Karnataka,,,,,238,10.47,0,29.77,2
2003,india,Dinesh Mongia,31034,17 April 1977,Punjab,,,,,32,27.75,1,42,0
2003,india,Ashish Nehra,31820,29 April 1979,Delhi,,,,,30,7.8,0,38.63,0
2003,india,Parthiv Patel,57851,9 March 1985,Gujarat,wk,,,,,,,,
2003,india,Virender Sehwag,35263,20 October 1978,Delhi,,,,,57,36.32,5,44.34,0
2003,india,Harbhajan Singh,29264,3 July 1980,Punjab,,,,,63,11.66,0,29.03,1
2003,india,Yuvraj Singh,36084,12 December 1981,Punjab,,,,,59,28.64,0,39.83,0
2003,india,Javagal Srinath,34105,31 August 1969,Karnataka,,,,,218,11.02,0,28.35,3
2003,india,Sachin Tendulkar,35320,24 April 1973,Mumbai,,,,,303,43.73,33,46.86,1
2003,namibia,Deon Kotze,24841,12 September 1973,Wanderers,c,,,,,,,,
2003,namibia,JanBerrie Burger,24839,25 August 1981,Police,,,,,,,,,
2003,namibia,Louis Burger,24837,12 March 1978,United,,,,,,,,,
2003,namibia,Sarel Burger,24844,13 February 1983,United,,,,,,,,,
2003,namibia,Morne Karg,24794,12 July 1977,United,wk,,,,,,,,
2003,namibia,Danie Keulder,24796,2 August 1973,Wanderers,,,,,,,,,
2003,namibia,Bjorn Kotze,24807,11 December 1978,Wanderers,,,,,,,,,
2003,namibia,Lennie Louw,24808,19 June 1959,CCD,,,,,,,,,
2003,namibia,Johannes van der Merwe,24843,5 February 1980,Unknown,,,,,,,,,
2003,namibia,Bryan Murgatroyd,24799,19 October 1969,Wanderers,,,,,,,,,
2003,namibia,Burton van Rooi,24798,9 July 1982,CCD,,,,,,,,,
2003,namibia,Melt van Schoor,24804,8 December 1967,Police,wk,,,,,,,,
2003,namibia,Gerrie Snyman,24827,30 April 1981,United,,,,,,,,,
2003,namibia,Stefan Swanepoel,24846,2 December 1981,Wanderers,,,,,,,,,
2003,namibia,Rudi van Vuuren,24825,20 September 1972,Police,,,,,,,,,
2003,namibia,Riaan Walters,24835,10 August 1980,United,,,,,,,,,
2003,netherlands,Roland Lefebvre,24918,7 February 1963,VOC Rotterdam,c,,,,6,38,0,41,0
2003,netherlands,Daan van Bunge,24964,19 October 1982,Voorburg CC,,,,,2,2,0,,
2003,netherlands,JacobJan Esmeijer,24891,28 May 1972,Excelsior'20,,,,,2,3.5,0,,0
2003,netherlands,Victor Grandia,24903,10 January 1979,VRA Amsterdam,,,,,1,0,0,40,0
2003,netherlands,Feiko Kloppenburg,24901,19 June 1974,Rood en Wit Haarlem,,,,,1,7,0,23,0
2003,netherlands,Tim de Leede,24882,25 January 1968,Voorburg CC,,,,,7,20.71,0,,0
2003,netherlands,HendrikJan Mol,24923,29 March 1977,Quick Den Haag,,,,,1,0,0,,
2003,netherlands,Ruud Nijman,25021,15 June 1982,Hermes DVS,,,,,,,,,
2003,netherlands,KlaasJan van Noortwijk,24974,10 July 1970,VOC Rotterdam,,,,,5,42,0,,
2003,netherlands,Adeel Raja,58547,15 August 1980,VRA Amsterdam,,,,,,,,,
2003,netherlands,Edgar Schiferli,24943,17 May 1976,Quick Den Haag,,,,,2,7.5,0,,0
2003,netherlands,Reinout Scholte,24945,10 August 1967,VOC Rotterdam,wk,,,,2,11.5,0,,
2003,netherlands,Jeroen Smits,24952,21 June 1972,HCC Den Haag,wk,,,,,,,,
2003,netherlands,Nick Statham,24956,15 March 1975,Hermes DVS,,,,,,,,,
2003,netherlands,Luuk van Troost,24969,28 September 1969,Excelsior'20,,,,,2,8,0,,0
2003,netherlands,Bas Zuiderent,24990,3 March 1977,Sussex,,,,,7,16.33,0,,
2003,pakistan,Waqar Younis,43543,16 November 1971,National Bank,c,,,,256,10.57,0,23.81,13
2003,pakistan,Abdul Razzaq,39836,2 December 1979,PIA,,,,,119,27.69,1,25.67,3
2003,pakistan,Azhar Mahmood,39024,28 February 1975,PIA,,,,,123,17.68,0,37.33,3
2003,pakistan,InzamamulHaq,40570,3 March 1970,National Bank,,,,,284,39.2,8,21.33,0
2003,pakistan,Mohammad Sami,41324,24 February 1981,National Bank,,,,,18,3.33,0,29,0
2003,pakistan,Rashid Latif,42423,14 October 1968,Allied Bank,wk,,,,143,19.04,0,,
2003,pakistan,Saeed Anwar,42605,6 September 1968,National Bank,,,,,242,38.94,19,35.2,0
2003,pakistan,Saleem Elahi,42620,21 November 1976,Habib Bank,,,,,36,37.38,4,,
2003,pakistan,Saqlain Mushtaq,42628,29 December 1976,PIA,,,,,165,11.76,0,21.64,6
2003,pakistan,Shahid Afridi,42639,1 March 1980,Habib Bank,,,,,173,24.04,3,39.11,1
2003,pakistan,Shoaib Akhtar,42655,13 August 1975,Khan Research Labs,,,,,75,7.53,0,21,3
2003,pakistan,Taufeeq Umar,43363,20 June 1981,Habib Bank,,,,,6,30,0,77,0
2003,pakistan,Wasim Akram,43547,3 June 1966,PIA,,,,,350,16.42,0,23.69,5
2003,pakistan,Younis Khan,43652,29 November 1977,Habib Bank,,,,,70,31.43,0,63,0
2003,pakistan,Yousuf Youhana,43650,27 August 1974,PIA,,,,,121,42.88,8,,
2003,zimbabwe,Heath Streak,55761,16 March 1974,Matabeleland,c,,,,149,24.27,0,31.13,1
2003,zimbabwe,Andy Blignaut,55259,1 August 1978,Mashonaland,,,,,16,22.27,0,40.42,0
2003,zimbabwe,Alistair Campbell,55301,23 September 1972,Manicaland,,,,,187,30.63,7,36.16,0
2003,zimbabwe,Dion Ebrahim,55416,7 August 1980,Mashonaland,,,,,36,21.39,1,,0
2003,zimbabwe,Sean Ervine,55414,6 December 1982,Midlands,,,,,13,16.55,0,52.09,0
2003,zimbabwe,Andy Flower,55427,28 April 1968,Mashonaland,wk,,,,205,34.88,4,,0
2003,zimbabwe,Grant Flower,55429,20 December 1970,Mashonaland,,,,,192,33.57,6,38.29,0
2003,zimbabwe,Travis Friend,55438,7 January 1981,Midlands,,,,,39,17.17,0,46.13,0
2003,zimbabwe,Douglas Hondo,55509,7 July 1979,Mashonaland,,,,,13,12.33,0,28,0
2003,zimbabwe,Dougie Marillier,55578,24 April 1978,Midlands,,,,,35,16.11,0,37.84,0
2003,zimbabwe,Stuart Matsikenyeri,55612,3 May 1983,Manicaland,,,,,2,0.5,0,,
2003,zimbabwe,Brian Murphy,55610,1 December 1976,Mashonaland,,,,,26,9.85,0,41.29,0
2003,zimbabwe,Henry Olonga,55675,3 July 1976,Manicaland,,,,,48,7.66,0,34.17,2
2003,zimbabwe,Tatenda Taibu,55805,14 May 1983,Mashonaland,wk,,,,20,16.12,0,,
2003,zimbabwe,Mark Vermeulen,55822,2 March 1979,Matabeleland,,,,,7,38.4,0,,
2003,zimbabwe,Guy Whittall,55848,5 September 1972,Manicaland,,,,,141,22.81,0,40,0
2003,zimbabwe,Craig Wishart,55854,9 January 1974,Midlands,,,,,72,21.74,1,,0
2003,bangladesh,Khaled Mashud,55954,8 February 1976,"Victoria,Rajshahi",c/wk,,,,51,17.34,0,,
2003,bangladesh,Akram Khan,56221,1 November 1968,Chittagong,,,,,38,23.8,0,,0
2003,bangladesh,Al Sahariar,56219,23 April 1978,"Victoria,Dhaka",,,,,22,15.23,0,,
2003,bangladesh,Alok Kapali,56251,1 January 1984,"Victoria,Sylhet",,,,,11,25.33,0,229,0
2003,bangladesh,Ehsanul Haque,55880,1 December 1979,"Mohammedan,Chittagong",,,,,2,14.5,0,79,0
2003,bangladesh,Habibul Bashar,55906,17 August 1972,Biman,,,,,27,20.29,0,142,0
2003,bangladesh,Hannan Sarkar,55915,1 December 1982,"Surjotorun,Barisal",,,,,4,7,0,,
2003,bangladesh,Khaled Mahmud,55952,26 July 1971,"Biman,Dhaka",,,,,34,14.53,0,40.93,0
2003,bangladesh,Manjural Islam,55968,7 November 1979,"Victoria,Khulna",,,,,26,7,0,53.05,0
2003,bangladesh,Mashrafe Mortaza,56007,5 October 1983,"Azad,Khulna",,,,,3,6.66,0,29,0
2003,bangladesh,Mohammad Ashraful,55988,7 July 1984,"Surjotorun,Dhaka",,,,,11,15.54,0,30,0
2003,bangladesh,Mohammad Rafique,55973,5 September 1970,"Mohammedan,Dhaka",,,,,34,12.3,0,50.74,0
2003,bangladesh,Sanwar Hossain,56107,5 August 1973,"Mohammedan,Barisal",,,,,14,12.38,0,59,0
2003,bangladesh,Talha Jubair,56180,10 December 1985,"Kalabagan,Dhaka",,,,,4,0.5,0,30.83,0
2003,bangladesh,Tapash Baisya,56176,15 December 1982,"Mohammedan,Sylhet",,,,,10,14.6,0,40.7,0
2003,bangladesh,Tushar Imran,56186,20 December 1983,"City Club,Khulna",,,,,13,21.3,0,,
2003,canada,Joe Harris,23809,16 August 1965,Toronto,c,,,,,,,,
2003,canada,Ashish Bagai,23797,26 January 1982,Toronto,wk,,,,,,,,
2003,canada,Ian Billcliff,23850,26 October 1972,Vikings,,,,,,,,,
2003,canada,Desmond Chumney,23767,8 January 1968,Victoria Park,,,,,,,,,
2003,canada,Austin Codrington,23848,22 August 1975,Overseas,,,,,,,,,
2003,canada,John Davison,23852,9 May 1970,South Australia,,,,,,,,,
2003,canada,Nicholas de Groot,23854,22 October 1975,Vikings,,,,,,,,,
2003,canada,Nicholas Ifill,23816,24 November 1968,Victoria Park,,,,,,,,,
2003,canada,Davis Joseph,23777,31 July 1963,Victoria Park,,,,,,,,,
2003,canada,Ishwar Maraj,23846,26 January 1969,Overseas,,,,,,,,,
2003,canada,Ashish Patel,23770,31 July 1975,Quebec,,,,,,,,,
2003,canada,Abdool Samad,23826,3 May 1979,Cavaliers,wk,,,,,,,,
2003,canada,Fazil Samad,52995,6 April 1975,Cavaliers,,,,,,,,,
2003,canada,Barry Seebaran,23785,12 September 1972,Richmond,,,,,,,,,
2003,canada,Sanjayan Thuraisingam,23856,11 September 1969,Toronto,,,,,,,,,
2003,kenya,Steve Tikolo,24728,25 June 1971,"Swamibapa,Nairobi",c,,,,51,30.8,1,41.5,0
2003,kenya,Joseph Angara,24689,8 November 1971,"Swamibapa,Nairobi",,,,,15,4.6,0,42.18,0
2003,kenya,Aasif Karim,24699,15 December 1963,"Jaffery,Mombasa",,,,,30,12.66,0,43.54,1
2003,kenya,Hitesh Modi,24701,13 October 1971,"Nairobi Gymkhana,Kisumu",,,,,41,25.8,0,,0
2003,kenya,Collins Obuya,24752,27 July 1981,"Ruaraka,Nairobi",,,,,16,13.45,0,89.42,0
2003,kenya,David Obuya,24760,14 August 1979,"Ruaraka,Nairobi",wk,,,,16,9.53,0,,
2003,kenya,Thomas Odoyo,24705,12 May 1978,"Nairobi Gymkhana,Nairobi",,,,,51,20.34,0,40.57,0
2003,kenya,Maurice Odumbe,24708,15 June 1969,"Aga Khan,Nairobi",,,,,50,23.58,0,48,0
2003,kenya,Peter Ongondo,24762,10 February 1977,"Swamibapa,Nairobi",,,,,8,8.6,0,215,0
2003,kenya,Kennedy Otieno,24714,11 March 1972,"Ruaraka,Nairobi",wk,,,,49,25.93,2,,0
2003,kenya,Brijal Patel,24776,14 November 1977,"Premier,Nairobi",,,,,13,27.28,0,54,0
2003,kenya,Ravindu Shah,24719,28 August 1972,"Nairobi Gymkhana,Nairobi",,,,,33,25.06,0,,0
2003,kenya,Martin Suji,24725,2 June 1971,"Aga Khan,Nairobi",,,,,49,7.78,0,50.66,0
2003,kenya,Tony Suji,24723,5 February 1976,"Aga Khan,Nairobi",,,,,35,12.79,0,74.6,0
2003,kenya,Alpesh Vadher,24729,7 September 1974,"Premier,Nairobi",,,,,18,27.8,0,,
2003,new_zealand,Stephen Fleming,37000,1 April 1973,Wellington,c,,,,189,30.6,3,28,0
2003,new_zealand,Andre Adams,36192,17 July 1975,Auckland,,,,,20,22,0,23.25,1
2003,new_zealand,Nathan Astle,36185,15 September 1971,Canterbury,,,,,167,34.14,12,36.19,0
2003,new_zealand,Shane Bond,36326,7 June 1975,Canterbury,,,,,18,19.5,0,20.53,1
2003,new_zealand,Chris Cairns,36597,13 June 1970,Canterbury,,,,,154,28.84,4,31.9,1
2003,new_zealand,Chris Harris,37232,20 November 1969,Canterbury,,,,,219,29.96,1,36.27,1
2003,new_zealand,Brendon McCullum,37737,27 September 1981,Otago,wk,,,,14,12.66,0,,
2003,new_zealand,Craig McMillan,37712,13 September 1976,Canterbury,,,,,124,26.46,2,32.89,0
2003,new_zealand,Kyle Mills,37740,15 March 1979,Auckland,,,,,16,11.28,0,21.86,0
2003,new_zealand,Jacob Oram,38062,28 July 1978,Central Districts,,,,,29,16.39,0,32.19,1
2003,new_zealand,Mathew Sinclair,38393,9 November 1975,Central Districts,,,,,32,26.86,2,,
2003,new_zealand,Scott Styris,38407,10 July 1975,Northern Districts,,,,,51,20.34,0,34.01,1
2003,new_zealand,Daryl Tuffey,38620,11 June 1978,Northern Districts,,,,,44,7.71,0,28.53,0
2003,new_zealand,Daniel Vettori,38710,27 January 1979,Northern Districts,,,,,99,11.29,0,39.3,0
2003,new_zealand,Lou Vincent,38714,11 November 1978,Auckland,wk,,,,47,24.9,0,,0
2003,south_africa,Shaun Pollock,46774,16 July 1973,KwaZuluNatal,c,,,,180,23.97,0,22.88,4
2003,south_africa,Nicky Boje,44091,20 March 1973,Free State,,,,,85,27.21,2,32.75,1
2003,south_africa,Mark Boucher,44111,6 December 1976,Border,wk,,,,137,23.81,0,,
2003,south_africa,Boeta Dippenaar,44708,14 June 1977,Free State,,,,,50,42.89,0,,
2003,south_africa,Allan Donald,44716,20 October 1966,Free State,,,,,161,4.31,0,21.37,2
2003,south_africa,Herschelle Gibbs,45224,23 February 1974,Western Province,,,,,117,34.8,11,,
2003,south_africa,Andrew Hall,45396,31 July 1975,Northerns,,,,,26,21.75,0,43.37,0
2003,south_africa,Jacques Kallis,45789,16 October 1975,Western Province,,,,,168,44.04,8,29.73,2
2003,south_africa,Gary Kirsten,45813,23 November 1967,Western Province,,,,,179,40.56,13,,0
2003,south_africa,Lance Klusener,45821,4 September 1971,KwaZuluNatal,,,,,149,42.72,2,29.42,6
2003,south_africa,Charl Langeveldt,45963,17 December 1974,Boland,,,,,3,3,0,16.16,0
2003,south_africa,Makhaya Ntini,46592,6 July 1977,Border,,,,,62,3.71,0,24.86,2
2003,south_africa,Robin Peterson,46750,4 August 1979,Eastern Province,,,,,6,8,0,70.33,0
2003,south_africa,Jonty Rhodes,46973,27 July 1969,KwaZuluNatal,,,,,243,35.31,2,,0
2003,south_africa,Graeme Smith,47270,1 February 1981,Western Province,,,,,19,41.27,0,49,0
2003,south_africa,Monde Zondeki,48112,25 July 1982,Border,,,,,2,,0,36.5,0
2003,sri_lanka,Sanath Jayasuriya,49209,30 June 1969,Bloomfield,c,,,,287,32.13,15,35.88,3
2003,sri_lanka,Russel Arnold,48122,25 October 1973,Nondescripts,,,,,109,38.09,1,44.25,0
2003,sri_lanka,Marvan Atapattu,48124,22 November 1970,Sinhalese SC,,,,,180,37.98,8,,0
2003,sri_lanka,Charitha Buddhika,48844,22 August 1980,Panadura,,,,,14,3.75,0,36.28,1
2003,sri_lanka,Aravinda de Silva,48462,17 October 1965,Nondescripts,,,,,298,34.94,11,40.21,0
2003,sri_lanka,Dilhara Fernando,48835,19 July 1979,Sinhalese SC,,,,,45,6.37,0,27.28,0
2003,sri_lanka,Pulasthi Gunaratne,49043,27 September 1973,Tamil Union,,,,,17,4.2,0,29.47,0
2003,sri_lanka,Avishka Gunawardene,49010,26 May 1977,Sinhalese SC,,,,,40,29.5,1,,
2003,sri_lanka,Mahela Jayawardene,49289,27 May 1977,Sinhalese SC,,,,,131,32.01,6,71.71,0
2003,sri_lanka,Jehan Mubarak,49633,10 January 1981,Colombo,,,,,5,9.6,0,,0
2003,sri_lanka,Muttiah Muralitharan,49636,17 April 1972,Tamil Union,,,,,203,5.75,0,23.1,6
2003,sri_lanka,Prabath Nissanka,49769,25 October 1980,Bloomfield,,,,,11,5,0,43,0
2003,sri_lanka,Kumar Sangakkara,50710,27 October 1977,Nondescripts,wk,,,,75,27.06,0,,
2003,sri_lanka,Hashan Tillakaratne,50744,14 July 1967,Nondescripts,,,,,188,29.38,2,23.5,0
2003,sri_lanka,Chaminda Vaas,50804,27 January 1974,Colts,,,,,210,14.15,0,28.28,2
2003,west_indies,Carl Hooper,52066,15 December 1966,Guyana,c,,,,221,35.83,7,35.74,0
2003,west_indies,Shivnarine Chanderpaul,51469,16 August 1974,Guyana,,,,,126,36.44,3,42.85,0
2003,west_indies,Pedro Collins,51479,12 August 1976,Barbados,,,,,20,6.25,0,28.39,0
2003,west_indies,Corey Collymore,51481,21 December 1977,Barbados,,,,,31,7.16,0,29.18,1
2003,west_indies,Mervyn Dillon,51651,5 June 1974,Trinidad and Tobago,,,,,74,7.8,0,29.21,2
2003,west_indies,Vasbert Drakes,51655,5 August 1969,Barbados,,,,,17,8.33,0,25.65,0
2003,west_indies,Chris Gayle,51880,21 September 1979,Jamaica,,,,,62,36.44,4,29.03,0
2003,west_indies,Wavell Hinds,52057,7 September 1976,Jamaica,,,,,64,27.33,1,38.66,0
2003,west_indies,Ridley Jacobs,52199,26 November 1967,Leeward Islands,wk,,,,112,23.5,0,,
2003,west_indies,Brian Lara,52337,2 May 1969,Trinidad and Tobago,,,,,203,42.64,15,11.5,0
2003,west_indies,Jermaine Lawson,52413,13 January 1982,Jamaica,,,,,5,3,0,28.71,0
2003,west_indies,Nixon McLean,52430,20 July 1973,Windward Islands,,,,,44,12.36,0,36.76,0
2003,west_indies,Ricardo Powell,52681,16 December 1978,Jamaica,,,,,58,26,1,49.5,0
2003,west_indies,Marlon Samuels,52983,5 January 1981,Jamaica,,,,,39,32.93,1,34,0
2003,west_indies,Ramnaresh Sarwan,52969,23 June 1980,Guyana,,,,,29,51.04,1,,0
2007,australia,Ricky Ponting,7133,19 December 1974,Tasmanian Tigers,c,,,,266,42.22,21,34.66,0
2007,australia,Nathan Bracken,4185,12 September 1977,New South Wales Blues,,,,,51,16.71,0,20.96,1
2007,australia,Stuart Clark,4582,28 September 1975,New South Wales Blues,,,,,22,14.66,0,30.24,0
2007,australia,Michael Clarke,4578,2 April 1981,New South Wales Blues,,,,,97,44.26,2,36.57,1
2007,australia,Adam Gilchrist,5390,14 November 1971,Western Warriors,wk,,,,253,35.99,14,,
2007,australia,Brad Haddin,5560,23 October 1977,New South Wales Blues,wk,,,,18,24.93,0,,
2007,australia,Matthew Hayden,5616,29 October 1971,Queensland Bulls,,,,,127,40.5,6,,0
2007,australia,Brad Hodge,5674,29 December 1974,Victorian Bushrangers,,,,,6,13.16,0,,0
2007,australia,Brad Hogg,5681,6 February 1971,Western Warriors,,,,,90,20.66,0,27.32,2
2007,australia,Michael Hussey,5939,27 May 1975,Western Warriors,,,,,54,81.47,1,77.5,0
2007,australia,Mitchell Johnson,6033,2 November 1981,Queensland Bulls,,,,,15,7,0,23.78,0
2007,australia,Glenn McGrath,6565,9 February 1970,New South Wales Blues,,,,,234,3.89,0,22.25,7
2007,australia,Andrew Symonds,7702,9 June 1975,Queensland Bulls,,,,,160,38.44,5,37.25,1
2007,australia,Shaun Tait,8076,22 February 1983,Southern Redbacks,,,,,,,,,
2007,australia,Shane Watson,8180,17 June 1981,Queensland Bulls,,,,,52,30.58,0,31.28,0
2007,netherlands,Luuk van Troost,24969,28 December 1969,Excelsior'20,c,,,,18,18.5,0,68.66,0
2007,netherlands,Peter Borren,36592,21 August 1983,VRA Amsterdam,,,,,7,9.33,0,41.28,0
2007,netherlands,Daan van Bunge,24964,19 October 1982,Excelsior'20,,,,,18,22.66,0,19.44,0
2007,netherlands,Ryan ten Doeschate,47660,30 June 1980,Essex Eagles,,,,,8,50.16,0,27.45,0
2007,netherlands,Mark Jonkman,245397,20 March 1986,HCC Den Haag,,,,,4,31,0,22.6,0
2007,netherlands,Mohammad Kashif,243073,3 December 1984,VOC Rotterdam,,,,,4,0.5,0,50.66,0
2007,netherlands,Alexei Kervezee,214695,11 September 1989,Worcestershire Royals,,,,,8,25.83,0,,
2007,netherlands,Tim de Leede,24882,25 January 1968,Voorburg CC,,,,,23,15.75,0,32.24,0
2007,netherlands,Adeel Raja,58547,15 August 1980,VRA Amsterdam,,,,,,,,,
2007,netherlands,Darron Reekers,38261,26 May 1973,Quick Den Haag,,,,,6,27.33,0,26.25,0
2007,netherlands,Edgar Schiferli,24943,17 May 1976,Quick Den Haag,,,,,10,10.22,0,76.2,0
2007,netherlands,Jeroen Smits,24952,21 June 1972,HCC Den Haag,wk,,,,16,18.6,0,,
2007,netherlands,Billy Stelling,47232,30 June 1969,HBS Craeyenhout,,,,,8,38,0,28.84,0
2007,netherlands,Eric Szwarczynski,214696,13 February 1983,VRA Amsterdam,,,,,3,17,0,,
2007,netherlands,Bas Zuiderent,24990,3 March 1977,VOC Rotterdam,,,,,23,18.85,0,,
2007,scotland,Craig Wright,25123,28 April 1974,Greenock,c,,,,9,14.16,0,21.12,0
2007,scotland,John Blain,25087,4 January 1979,Yorkshire Phoenix,,,,,15,13.77,0,35.44,0
2007,scotland,Dougie Brown,9254,29 October 1969,Warwickshire Bears,,,,,18,17.83,0,38.94,0
2007,scotland,Gavin Hamilton,14020,16 September 1974,Scottish Saltires,,,,,14,40.63,0,49.66,0
2007,scotland,Majid Haq,25451,11 February 1983,Ferguslie,,,,,6,31,0,35,0
2007,scotland,Paul Hoffmann,25432,14 January 1970,Uddingston,,,,,9,6.66,0,24.41,0
2007,scotland,Dougie Lockhart,25098,19 January 1976,West of Scotland,,,,,3,39,0,,
2007,scotland,Ross Lyons,25475,8 December 1984,Clydesdale,,,,,9,24.5,0,51.5,0
2007,scotland,Neil McCallum,25430,22 November 1977,Grange,,,,,10,28.4,1,,
2007,scotland,Dewald Nel,25481,6 June 1980,Greenock,,,,,4,,0,46,0
2007,scotland,Navdeep Poonia,19276,11 May 1986,Warwickshire Bears,,,,,7,13.57,0,,
2007,scotland,Glenn Rogers,272473,12 April 1977,Stenhousemuir,,,,,4,22.5,0,35.75,0
2007,scotland,Colin Smith,25112,27 September 1972,Aberdeenshire,wk,,,,8,19.16,0,,
2007,scotland,Ryan Watson,25428,12 November 1976,Forfarshire,,,,,10,42.88,1,58.33,0
2007,scotland,Fraser Watts,25120,5 June 1979,Greenock,,,,,9,24.11,0,,
2007,south_africa,Graeme Smith,47270,1 February 1981,Cape Cobras,c,,,,99,38.06,6,61.66,0
2007,south_africa,Loots Bosman,44098,14 April 1977,Eagles,,,,,7,28.28,0,,
2007,south_africa,Mark Boucher,44111,3 December 1976,Warriors,wk,,,,228,27.62,1,,
2007,south_africa,AB de Villiers,44936,17 February 1984,Titans,wk,,,,26,27.48,0,,
2007,south_africa,Herschelle Gibbs,45224,23 February 1974,Cape Cobras,,,,,194,35.62,16,,
2007,south_africa,Andrew Hall,45396,31 July 1975,Dolphins Kent Spitfires,,,,,73,22.78,0,27.36,0
2007,south_africa,Jacques Kallis,45789,16 October 1975,Cape Cobras,,,,,242,43.59,14,31.31,2
2007,south_africa,Justin Kemp,45797,2 October 1977,Titans Kent Spitfires,,,,,64,32.88,1,30.42,0
2007,south_africa,Charl Langeveldt,45963,17 December 1974,Lions,,,,,34,1.75,0,28.68,1
